,location,total_sqft,bath,price,bhk
7267,Others,1525.0,3.0,68.63,3.0
7268,Others,900.0,2.0,25.0,2.0
7269,Others,1200.0,2.0,35.0,4.0
7270,Others,1185.0,2.0,42.66,2.0
7271,Others,3600.0,4.0,300.0,4.0
7272,Others,3730.0,6.0,430.0,4.0
7273,Others,1600.0,4.0,120.0,3.0
7274,Others,1120.0,2.0,60.0,2.0
7275,Others,5100.0,7.0,225.0,6.0
7276,Others,1308.0,2.0,86.0,2.0
7277,Others,2170.0,3.0,265.0,4.0
7278,Others,1100.0,2.0,55.0,2.0
7279,Others,1000.0,2.0,45.0,2.0
7280,Others,1347.0,2.0,55.0,3.0
7281,Others,1225.0,2.0,71.05,2.0
7282,Others,4000.0,7.0,90.0,7.0
7283,Others,1200.0,3.0,78.0,2.0
7284,Others,2180.0,3.0,273.0,3.0
7285,Others,1339.0,2.0,55.0,2.0
7286,Others,1449.0,3.0,72.0,3.0
7287,Others,1100.0,2.0,38.68,2.0
7288,Others,1100.0,2.0,55.0,2.0
7289,Others,3300.0,8.0,310.0,8.0
7290,Others,1300.0,2.0,95.0,2.0
7291,Others,1350.0,2.0,89.5,2.0
7292,Others,2312.0,3.0,156.0,3.0
7293,Others,1175.0,2.0,70.0,2.0
7294,Others,1145.0,2.0,51.0,2.0
7295,Others,2150.0,3.0,240.0,3.0
7296,Others,1690.0,3.0,50.0,3.0
7297,Others,1386.0,3.0,93.0,4.0
7298,Others,1090.0,2.0,32.0,2.0
7299,Others,2400.0,2.0,50.0,3.0
7300,Others,1559.0,3.0,62.0,3.0
7301,Others,6652.0,6.0,510.0,4.0
7302,Others,1060.0,2.0,52.0,2.0
7303,Others,2500.0,2.0,300.0,3.0
7304,Others,1500.0,2.0,120.0,3.0
7305,Others,1700.0,3.0,55.0,4.0
7306,Others,3150.0,4.0,180.0,4.0
7307,Others,1200.0,1.0,39.82,1.0
7308,Others,3520.0,6.0,460.0,5.0
7309,Others,1330.0,2.0,68.0,3.0
7310,Others,927.0,2.0,37.0,2.0
7311,Others,1200.0,3.0,68.0,3.0
7312,Others,760.0,2.0,37.49,2.0
7313,Others,3800.0,6.0,390.0,6.0
7314,Others,410.0,1.0,48.0,1.0
7315,Others,1717.0,3.0,200.0,3.0
7316,Others,880.0,1.0,90.0,2.0
7317,Others,1250.0,3.0,42.0,3.0
7318,Others,1293.0,2.0,80.0,2.0
7319,Others,1280.0,2.0,68.48,2.0
7320,Others,1065.0,3.0,72.0,3.0
7321,Others,3200.0,4.0,140.0,3.0
7322,Others,1250.0,2.0,77.13,3.0
7323,Others,1475.0,3.0,75.0,3.0
7324,Others,2100.0,3.0,210.0,4.0
7325,Others,1330.0,3.0,65.0,3.0
7326,Others,1065.0,2.0,45.0,2.0
7327,Others,7000.0,6.0,560.0,6.0
7328,Others,1525.0,3.0,65.0,3.0
7329,Others,1220.0,2.0,72.0,2.0
7330,Others,1500.0,2.0,60.0,2.0
7331,Others,2500.0,4.0,65.0,3.0
7332,Others,1884.0,3.0,95.0,3.0
7333,Others,1100.0,2.0,75.0,2.0
7334,Others,1350.0,2.0,90.0,2.0
7335,Others,4800.0,5.0,350.0,4.0
7336,Others,1700.0,3.0,74.0,3.0
7337,Others,1200.0,3.0,110.0,3.0
7338,Others,705.0,1.0,65.0,1.0
7339,Others,1495.0,2.0,63.0,3.0
7340,Others,1250.0,2.0,75.0,2.0
7341,Others,1230.0,2.0,50.0,2.0
7342,Others,1275.0,2.0,59.0,2.0
7343,Others,1040.0,2.0,36.4,2.0
7344,Others,648.0,1.0,40.0,1.0
7345,Others,1320.0,2.0,58.0,3.0
7346,Others,1200.0,5.0,150.0,4.0
7347,Others,1480.0,3.0,75.48,3.0
7348,Others,500.0,1.0,13.0,1.0
7349,Others,2400.0,4.0,325.0,5.0
7350,Others,1128.0,2.0,48.4,2.0
7351,Others,1180.0,2.0,65.0,2.0
7352,Others,1200.0,2.0,60.0,2.0
7353,Others,1250.0,3.0,39.5,3.0
7354,Others,1000.0,2.0,45.0,2.0
7355,Others,975.0,2.0,55.0,2.0
7356,Others,1190.0,2.0,42.0,2.0
7357,Others,1275.0,2.0,55.0,2.0
7358,Others,1115.0,2.0,115.0,2.0
7359,Others,1080.0,2.0,38.0,2.0
7360,Others,1170.0,2.0,39.0,2.0
7361,Others,1070.0,2.0,50.0,2.0
7362,Others,1532.0,3.0,59.75,3.0
7363,Others,1150.0,2.0,46.0,2.0
7364,Others,1495.0,3.0,90.0,3.0
7365,Others,1053.0,2.0,51.0,2.0
7366,Others,1250.0,3.0,39.0,3.0
7367,Others,1200.0,2.0,75.0,4.0
7368,Others,1000.0,2.0,60.0,2.0
7369,Others,830.0,2.0,26.0,2.0
7370,Others,2750.0,6.0,200.0,6.0
7371,Others,660.0,2.0,76.0,2.0
7372,Others,1470.0,2.0,60.0,3.0
7373,Others,1275.0,2.0,76.0,2.0
7374,Others,1602.0,3.0,56.0,3.0
7375,Others,793.0,1.0,40.0,1.0
7376,Others,1100.0,2.0,38.0,2.0
7377,Others,1555.0,3.0,73.0,3.0
7378,Others,1630.0,2.0,130.0,3.0
7379,Others,1563.0,3.0,63.0,3.0
7380,Others,1344.0,4.0,84.0,4.0
7381,Others,3000.0,3.0,400.0,3.0
7382,Others,1200.0,2.0,82.0,2.0
7383,Others,1419.0,3.0,85.0,3.0
7384,Others,1195.0,2.0,42.4,2.0
7385,Others,2020.0,3.0,270.0,3.0
7386,Others,850.0,1.0,50.0,1.0
7387,Others,933.0,2.0,55.0,2.0
7388,Others,865.0,2.0,33.0,2.0
7389,Others,1145.0,2.0,60.0,3.0
7390,Others,1250.0,3.0,39.5,3.0
7391,Others,823.0,2.0,80.0,2.0
7392,Others,1025.0,2.0,48.0,2.0
7393,Others,1750.0,3.0,120.0,3.0
7394,Others,1464.0,3.0,56.0,3.0
7395,Others,750.0,2.0,40.0,2.0
7396,Others,1300.0,3.0,46.0,3.0
7397,Others,2150.0,3.0,170.0,3.0
7398,Others,2200.0,2.0,190.0,3.0
7399,Others,1368.0,2.0,87.0,2.0
7400,Others,1507.0,3.0,80.0,3.0
7401,Others,1160.0,2.0,57.0,2.0
7402,Others,1200.0,3.0,70.0,3.0
7403,Others,1175.0,2.0,83.0,2.0
7404,Others,6729.0,4.0,900.0,3.0
7405,Others,893.0,2.0,34.5,2.0
7406,Others,1400.0,3.0,98.0,3.0
7407,Others,1138.0,2.0,32.0,2.0
7408,Others,1495.0,2.0,70.0,3.0
7409,Others,1410.0,2.0,43.71,3.0
7410,Others,1052.0,2.0,52.0,2.0
7411,Others,1000.0,2.0,45.0,2.0
7412,Others,2240.0,3.0,300.0,3.0
7413,Others,1300.0,3.0,42.25,3.0
7414,Others,1300.0,2.0,60.0,3.0
7415,Others,1520.0,3.0,165.0,3.0
7416,Others,1050.0,2.0,45.0,2.0
7417,Others,1567.0,2.0,62.0,3.0
7418,Others,2360.0,3.0,185.0,4.0
7419,Others,1760.0,3.0,90.0,3.0
7420,Others,1100.0,2.0,58.5,2.0
7421,Others,1236.0,2.0,50.0,2.0
7422,Others,600.0,4.0,70.0,2.0
7423,Others,800.0,1.0,45.0,2.0
7424,Others,1200.0,4.0,120.0,4.0
7425,Others,1892.0,3.0,200.0,3.0
7426,Others,1095.0,2.0,39.0,2.0
7427,Others,1050.0,2.0,65.0,2.0
7428,Others,1200.0,3.0,56.53,3.0
7429,Others,1625.0,3.0,92.0,3.0
7430,Others,1080.0,2.0,38.0,2.0
7431,Others,2100.0,3.0,145.0,5.0
7432,Others,1269.0,2.0,97.0,2.0
7433,Others,1025.0,2.0,39.98,2.0
7434,Others,1410.0,2.0,45.12,3.0
7435,Others,1353.0,2.0,110.0,3.0
7436,Others,1200.0,2.0,68.0,2.0
7437,Others,1250.0,2.0,70.0,3.0
7438,Others,1950.2,3.0,261.0,3.0
7439,Others,2171.66,3.0,298.0,3.0
7440,Others,900.0,2.0,40.0,2.0
7441,Others,1600.0,3.0,100.0,3.0
7442,Others,540.0,1.0,22.0,1.0
7443,Others,1950.2,3.0,193.0,3.0
7444,Others,1125.0,2.0,55.0,2.0
7445,Others,1563.0,2.0,52.0,3.0
7446,Others,1013.0,2.0,60.0,2.0
7447,Others,2100.0,3.0,220.0,3.0
7448,Others,1600.0,3.0,77.0,3.0
7449,Others,1190.0,2.0,48.0,2.0
7450,Others,1625.0,3.0,95.0,3.0
7451,Others,1210.0,2.0,53.0,2.0
7452,Others,1600.0,5.0,140.0,5.0
7453,Others,1160.0,2.0,55.0,2.0
7454,Others,930.0,1.0,55.0,2.0
7455,Others,1053.0,2.0,44.0,2.0
7456,Others,1325.0,2.0,56.0,3.0
7457,Others,1169.0,2.0,50.11,2.0
7458,Others,2400.0,3.0,185.0,4.0
7459,Others,1070.0,2.0,38.0,2.0
7460,Others,1427.0,2.0,85.0,3.0
7461,Others,2031.0,2.0,200.0,2.0
7462,Others,2000.0,3.0,180.0,4.0
7463,Others,1062.0,2.0,50.0,2.0
7464,Others,700.0,1.0,25.5,1.0
7465,Others,1200.0,3.0,120.0,3.0
7466,Others,1200.0,2.0,115.0,2.0
7467,Others,1450.0,3.0,65.0,3.0
7468,Others,1650.0,6.0,200.0,5.0
7469,Others,2000.0,3.0,200.0,3.0
7470,Others,1150.0,2.0,90.0,2.0
7471,Others,595.0,1.0,40.0,1.0
7472,Others,3750.0,4.0,190.0,4.0
7473,Others,5480.0,4.0,400.0,3.0
7474,Others,1500.0,3.0,75.0,3.0
7475,Others,5656.0,5.0,499.0,3.0
7476,Others,1300.0,2.0,33.0,2.0
7477,Others,1250.0,3.0,54.0,3.0
7478,Others,1425.0,2.0,65.0,3.0
7479,Others,1200.0,1.0,50.0,2.0
7480,Others,3700.0,4.0,400.0,4.0
7481,Others,1625.0,3.0,150.0,3.0
7482,Others,1300.0,3.0,65.0,2.0
7483,Others,1150.0,2.0,47.0,2.0
7484,Others,1515.0,3.0,80.5,3.0
7485,Others,1250.0,2.0,65.0,2.0
7486,Others,1115.0,3.0,39.14,3.0
7487,Others,1550.0,2.0,70.0,3.0
7488,Others,2505.0,3.0,165.0,3.0
7489,Others,1410.0,2.0,54.0,3.0
7490,Others,1705.0,2.0,86.96,3.0
7491,Others,1650.0,3.0,135.0,3.0
7492,Others,925.0,2.0,68.0,2.0
7493,Others,1190.0,2.0,46.41,2.0
7494,Others,1750.0,3.0,100.0,3.0
7495,Others,747.0,1.0,27.0,1.0
7496,Others,1113.0,2.0,52.0,2.0
7497,Others,1738.0,3.0,110.0,3.0
7498,Others,3500.0,6.0,115.0,6.0
7499,Others,900.0,2.0,27.0,2.0
7500,Others,1720.0,3.0,95.0,3.0
7501,Others,500.0,1.0,51.0,1.0
7502,Others,850.0,2.0,45.0,2.0
7503,Others,1020.0,2.0,52.0,2.0
7504,Others,1005.0,2.0,40.0,2.0
7505,Others,1290.0,2.0,71.95,2.0
7506,Others,1650.0,3.0,140.0,3.0
7507,Others,1220.0,2.0,52.0,2.0
7508,Others,3150.0,4.0,150.0,4.0
7509,Others,2000.0,5.0,75.0,5.0
7510,Others,2559.0,1.0,55.0,1.0
7511,Others,720.0,1.0,28.0,1.0
7512,Others,1100.0,2.0,90.0,2.0
7513,Others,1220.0,2.0,60.0,2.0
7514,Others,1500.0,3.0,50.0,3.0
7515,Others,5000.0,5.0,250.0,4.0
7516,Others,600.0,1.0,22.8,1.0
7517,Others,540.0,1.0,24.0,1.0
7518,Others,620.0,2.0,23.0,2.0
7519,Others,1650.0,3.0,78.0,3.0
7520,Others,1250.0,3.0,44.0,3.0
7521,Others,2072.0,3.0,108.0,3.0
7522,Others,1154.0,2.0,57.0,2.0
7523,Others,1057.0,2.0,42.0,2.0
7524,Others,1200.0,4.0,85.0,4.0
7525,Others,980.0,2.0,35.0,2.0
7526,Others,1270.0,2.0,35.56,3.0
7527,Others,2400.0,3.0,185.0,3.0
7528,Others,1432.0,3.0,79.0,3.0
7529,Others,1500.0,3.0,90.0,3.0
7530,Others,3500.0,3.0,425.0,4.0
7531,Others,3100.0,5.0,425.0,4.0
7532,Others,1100.0,2.0,45.0,3.0
7533,Others,1260.0,2.0,55.0,2.0
7534,Others,1200.0,4.0,110.0,4.0
7535,Others,600.0,1.0,24.0,1.0
7536,Others,1770.0,3.0,99.0,3.0
7537,Others,1800.0,3.0,130.0,3.0
7538,Others,1375.0,2.0,45.0,2.0
7539,Others,1570.0,2.0,95.0,3.0
7540,Others,2250.0,3.0,180.0,3.0
7541,Others,1270.0,2.0,172.0,2.0
7542,Others,1145.0,2.0,44.0,2.0
7543,Others,2700.0,5.0,150.0,5.0
7544,Others,3210.0,2.0,353.0,5.0
7545,Others,1165.0,2.0,45.0,2.0
7546,Others,1340.0,2.0,47.0,3.0
7547,Others,1210.0,2.0,60.0,2.0
7548,Others,1684.0,3.0,86.0,3.0
7549,Others,1686.0,3.0,77.0,3.0
7550,Others,1654.0,3.0,82.0,3.0
7551,Others,1200.0,2.0,50.0,2.0
7552,Others,1950.0,3.0,132.0,3.0
7553,Others,1200.0,2.0,130.0,3.0
7554,Others,2400.0,4.0,150.0,4.0
7555,Others,1600.0,3.0,102.0,3.0
7556,Others,1088.0,2.0,46.0,2.0
7557,Others,1200.0,2.0,45.0,2.0
7558,Others,1800.0,6.0,101.0,6.0
7559,Others,1100.0,2.0,65.0,2.0
7560,Others,1035.0,2.0,55.0,2.0
7561,Others,600.0,3.0,72.0,2.0
7562,Others,1200.0,3.0,75.0,3.0
7563,Others,450.0,1.0,20.0,1.0
7564,Others,1495.0,2.0,52.33,3.0
7565,Others,1719.0,3.0,95.0,3.0
7566,Others,1190.0,2.0,55.0,2.0
7567,Others,1162.0,2.0,48.0,2.0
7568,Others,540.0,1.0,22.5,1.0
7569,Others,970.0,2.0,45.0,2.0
7570,Others,1084.0,2.0,51.0,2.0
7571,Others,1500.0,3.0,85.0,3.0
7572,Others,1360.0,2.0,73.0,3.0
7573,Others,30400.0,4.0,1824.0,6.0
7574,Others,1182.0,2.0,64.0,2.0
7575,Others,1350.0,1.0,120.0,3.0
7576,Others,1500.0,3.0,90.0,3.0
7577,Others,2292.0,2.0,285.0,3.0
7578,Others,1945.0,3.0,135.0,3.0
7579,Others,2710.0,5.0,142.0,4.0
7580,Others,1075.0,2.0,58.0,2.0
7581,Others,1410.0,3.0,68.0,3.0
7582,Others,1256.0,2.0,62.8,2.0
7583,Others,1786.0,3.0,79.99,3.0
7584,Others,1369.0,2.0,72.0,3.0
7585,Others,1418.0,2.0,62.0,2.0
7586,Others,1035.0,2.0,60.0,2.0
7587,Others,1232.0,2.0,94.28,2.0
7588,Others,980.0,2.0,41.0,2.0
7589,Others,6652.0,6.0,660.0,4.0
7590,Others,1307.0,2.0,59.0,2.0
7591,Others,1215.0,2.0,49.86,3.0
7592,Others,1025.0,2.0,43.04,2.0
7593,Others,2700.0,3.0,230.0,4.0
7594,Others,1125.0,2.0,46.0,2.0
7595,Others,1200.0,2.0,45.0,2.0
7596,Others,6688.0,6.0,700.0,4.0
7597,Others,1830.0,3.0,95.0,3.0
7598,Others,2872.0,4.0,183.0,4.0
7599,Others,1486.0,2.0,65.0,3.0
7600,Others,4600.0,9.0,150.0,9.0
7601,Others,1100.0,2.0,64.08,2.0
7602,Others,1464.0,3.0,56.0,3.0
7603,Others,1975.0,3.0,90.0,3.0
7604,Others,1600.0,2.0,90.0,2.0
7605,Others,1100.0,2.0,32.0,2.0
7606,Others,530.0,1.0,18.0,1.0
7607,Others,1010.0,2.0,41.0,2.0
7608,Others,1800.0,5.0,140.0,6.0
7609,Others,1012.0,2.0,62.0,2.0
7610,Others,1090.0,2.0,55.0,2.0
7611,Others,1490.0,3.0,140.0,3.0
7612,Others,1330.0,2.0,56.0,2.0
7613,Others,1650.0,1.0,130.0,2.0
7614,Others,1480.0,2.0,75.0,3.0
7615,Others,1500.0,2.0,78.0,3.0
7616,Others,745.0,2.0,36.0,2.0
7617,Others,1155.0,2.0,64.0,2.0
7618,Others,1508.0,3.0,77.0,3.0
7619,Others,1200.0,2.0,70.0,2.0
7620,Others,1800.0,1.0,200.0,1.0
7621,Others,1095.0,2.0,57.0,2.0
7622,Others,1256.0,2.0,65.0,2.0
7623,Others,1353.0,2.0,110.0,2.0
7624,Others,812.0,1.0,26.0,1.0
7625,Others,1440.0,2.0,63.93,3.0
7626,Others,1075.0,2.0,48.0,2.0
7627,Others,3600.0,5.0,400.0,4.0
7628,Padmanabhanagar,1020.0,2.0,63.0,2.0
7629,Padmanabhanagar,1176.0,2.0,62.0,2.0
7630,Padmanabhanagar,1258.0,2.0,115.0,2.0
7631,Padmanabhanagar,1708.0,2.0,90.5,3.0
7632,Padmanabhanagar,1100.0,2.0,65.0,2.0
7633,Padmanabhanagar,3400.0,3.0,210.0,4.0
7634,Padmanabhanagar,1531.0,2.0,75.0,3.0
7635,Padmanabhanagar,1400.0,3.0,65.0,3.0
7636,Padmanabhanagar,1360.0,2.0,75.0,3.0
7637,Padmanabhanagar,4500.0,4.0,360.0,3.0
7638,Padmanabhanagar,1200.0,2.0,60.0,2.0
7639,Padmanabhanagar,1710.0,2.0,90.63,3.0
7640,Padmanabhanagar,1000.0,1.0,90.0,2.0
7641,Padmanabhanagar,1067.0,2.0,52.0,2.0
7642,Padmanabhanagar,1250.0,2.0,70.0,3.0
7643,Padmanabhanagar,1350.0,3.0,71.55,3.0
7644,Padmanabhanagar,1360.0,3.0,75.0,3.0
7645,Padmanabhanagar,1100.0,2.0,60.0,2.0
7646,Padmanabhanagar,2051.0,3.0,180.0,3.0
7647,Padmanabhanagar,2051.0,3.0,170.0,3.0
7648,Pai Layout,1006.0,2.0,35.0,2.0
7649,Pai Layout,1550.0,2.0,90.0,3.0
7650,Pai Layout,1050.0,2.0,40.0,2.0
7651,Pai Layout,1400.0,2.0,67.0,3.0
7652,Pai Layout,1100.0,2.0,50.0,2.0
7653,Pai Layout,1255.0,2.0,80.0,2.0
7654,Pai Layout,1075.0,2.0,35.0,2.0
7655,Pai Layout,1400.0,2.0,57.5,2.0
7656,Pai Layout,1175.0,2.0,60.0,2.0
7657,Pai Layout,810.0,2.0,34.5,2.0
7658,Pai Layout,1000.0,2.0,34.0,2.0
7659,Pai Layout,1000.0,2.0,42.0,2.0
7660,Pai Layout,3800.0,6.0,175.0,6.0
7661,Pai Layout,1068.0,2.0,48.0,2.0
7662,Pai Layout,1510.0,2.0,65.0,3.0
7663,Pai Layout,1500.0,2.0,58.0,3.0
7664,Pai Layout,1600.0,2.0,65.0,3.0
7665,Panathur,1359.0,2.0,87.0,2.0
7666,Panathur,1438.0,2.0,100.0,2.0
7667,Panathur,1688.0,3.0,118.0,3.0
7668,Panathur,1695.0,3.0,90.0,3.0
7669,Panathur,1198.0,2.0,77.0,2.0
7670,Panathur,1180.0,2.0,70.0,2.0
7671,Panathur,1546.0,3.0,99.0,3.0
7672,Panathur,1370.0,2.0,75.0,3.0
7673,Panathur,1000.0,2.0,65.3,2.0
7674,Panathur,1109.0,2.0,63.0,2.0
7675,Panathur,1000.0,2.0,68.0,2.0
7676,Panathur,1255.0,2.0,79.0,2.0
7677,Panathur,1205.0,2.0,62.9,2.0
7678,Panathur,1210.0,2.0,85.0,2.0
7679,Panathur,1198.0,2.0,82.0,2.0
7680,Panathur,1235.0,2.0,65.0,2.0
7681,Panathur,1210.0,2.0,80.0,2.0
7682,Panathur,1210.0,2.0,77.0,2.0
7683,Panathur,661.0,1.0,40.0,1.0
7684,Panathur,1713.0,3.0,120.0,3.0
7685,Panathur,1210.0,2.0,78.0,2.0
7686,Panathur,1861.0,3.0,92.0,3.0
7687,Panathur,1050.0,2.0,60.0,2.0
7688,Panathur,1398.0,2.0,97.0,2.0
7689,Panathur,1065.0,2.0,58.0,2.0
7690,Panathur,1007.0,2.0,64.0,2.0
7691,Panathur,1210.0,2.0,77.93,2.0
7692,Panathur,1230.0,2.0,80.0,2.0
7693,Panathur,980.0,2.0,57.0,2.0
7694,Panathur,1075.0,2.0,60.0,2.0
7695,Panathur,1210.0,2.0,69.0,2.0
7696,Panathur,1343.0,2.0,76.0,2.0
7697,Parappana Agrahara,1194.0,2.0,47.0,2.0
7698,Parappana Agrahara,1194.0,2.0,47.0,2.0
7699,Parappana Agrahara,1194.0,2.0,46.0,2.0
7700,Parappana Agrahara,1194.0,2.0,47.0,2.0
7701,Parappana Agrahara,1194.0,2.0,46.0,2.0
7702,Parappana Agrahara,1194.0,2.0,47.0,2.0
7703,Parappana Agrahara,1194.0,2.0,47.0,2.0
7704,Parappana Agrahara,1092.0,2.0,43.0,2.0
7705,Parappana Agrahara,1194.0,2.0,45.0,2.0
7706,Parappana Agrahara,1200.0,1.0,45.0,1.0
7707,Parappana Agrahara,1194.0,2.0,46.0,2.0
7708,Parappana Agrahara,1194.0,2.0,47.0,2.0
7709,Parappana Agrahara,1194.0,2.0,47.0,2.0
7710,Parappana Agrahara,1194.0,2.0,46.0,2.0
7711,Parappana Agrahara,1194.0,2.0,46.0,2.0
7712,Pattandur Agrahara,1550.0,2.0,80.0,3.0
7713,Pattandur Agrahara,1025.0,2.0,44.5,2.0
7714,Pattandur Agrahara,1247.0,2.0,59.8,2.0
7715,Pattandur Agrahara,900.0,2.0,42.0,2.0
7716,Pattandur Agrahara,1302.0,2.0,66.0,2.0
7717,Pattandur Agrahara,1550.0,2.0,80.0,3.0
7718,Pattandur Agrahara,1247.0,2.0,62.35,2.0
7719,Pattandur Agrahara,1350.0,2.0,68.0,2.0
7720,Poorna Pragna Layout,920.0,2.0,39.55,2.0
7721,Poorna Pragna Layout,1475.0,2.0,58.99,3.0
7722,Poorna Pragna Layout,1270.0,2.0,50.79,3.0
7723,Poorna Pragna Layout,1160.0,2.0,46.39,2.0
7724,Poorna Pragna Layout,1270.0,2.0,50.79,3.0
7725,Poorna Pragna Layout,1270.0,2.0,50.79,3.0
7726,Poorna Pragna Layout,965.0,2.0,48.0,2.0
7727,Poorna Pragna Layout,1355.0,2.0,58.25,3.0
7728,Poorna Pragna Layout,1355.0,2.0,58.27,3.0
7729,Poorna Pragna Layout,1475.0,2.0,58.99,3.0
7730,Poorna Pragna Layout,1270.0,2.0,50.79,3.0
7731,Poorna Pragna Layout,1160.0,2.0,46.39,2.0
7732,Poorna Pragna Layout,1270.0,2.0,50.79,3.0
7733,Poorna Pragna Layout,1160.0,2.0,46.39,2.0
7734,Poorna Pragna Layout,1475.0,2.0,58.99,3.0
7735,Poorna Pragna Layout,1270.0,2.0,50.79,3.0
7736,Poorna Pragna Layout,960.0,2.0,50.0,2.0
7737,Poorna Pragna Layout,1270.0,2.0,50.79,3.0
7738,Prithvi Layout,2028.0,4.0,162.0,4.0
7739,Prithvi Layout,1352.0,2.0,87.5,2.0
7740,Prithvi Layout,1190.0,2.0,68.0,2.0
7741,Prithvi Layout,1352.0,2.0,85.0,2.0
7742,Prithvi Layout,1352.0,2.0,75.0,2.0
7743,Prithvi Layout,2273.0,4.0,220.0,3.0
7744,Prithvi Layout,1352.0,3.0,93.0,2.0
7745,Prithvi Layout,2273.0,4.0,192.0,3.0
7746,Prithvi Layout,1352.0,2.0,72.0,2.0
7747,Prithvi Layout,2100.0,3.0,125.0,3.0
7748,R.T. Nagar,1500.0,4.0,70.0,4.0
7749,R.T. Nagar,1200.0,2.0,120.0,2.0
7750,R.T. Nagar,1560.0,3.0,85.0,3.0
7751,R.T. Nagar,1040.0,2.0,46.0,2.0
7752,R.T. Nagar,1200.0,2.0,45.0,2.0
7753,R.T. Nagar,1235.0,2.0,65.0,2.0
7754,R.T. Nagar,1140.0,3.0,130.0,3.0
7755,R.T. Nagar,970.0,2.0,55.0,2.0
7756,R.T. Nagar,1560.0,3.0,125.0,3.0
7757,R.T. Nagar,1200.0,2.0,60.0,2.0
7758,R.T. Nagar,1680.0,3.0,72.0,3.0
7759,R.T. Nagar,1400.0,2.0,78.0,3.0
7760,R.T. Nagar,1200.0,3.0,140.0,3.0
7761,R.T. Nagar,1100.0,3.0,125.0,2.0
7762,R.T. Nagar,1150.0,2.0,72.0,2.0
7763,R.T. Nagar,1500.0,4.0,185.0,4.0
7764,R.T. Nagar,3600.0,8.0,165.0,9.0
7765,R.T. Nagar,1080.0,2.0,48.0,2.0
7766,R.T. Nagar,1325.0,2.0,52.0,2.0
7767,R.T. Nagar,1800.0,3.0,120.0,4.0
7768,R.T. Nagar,1300.0,3.0,145.0,3.0
7769,R.T. Nagar,1500.0,2.0,70.0,3.0
7770,R.T. Nagar,1100.0,2.0,85.0,2.0
7771,R.T. Nagar,1667.0,3.0,130.0,3.0
7772,Rachenahalli,1050.0,2.0,52.07,2.0
7773,Rachenahalli,1530.0,2.0,74.5,3.0
7774,Rachenahalli,1050.0,2.0,55.5,2.0
7775,Rachenahalli,1530.0,2.0,74.4,3.0
7776,Rachenahalli,1050.0,2.0,53.5,2.0
7777,Rachenahalli,1530.0,2.0,74.39,3.0
7778,Rachenahalli,1220.0,2.0,59.5,2.0
7779,Rachenahalli,1050.0,2.0,52.5,2.0
7780,Rachenahalli,1550.0,3.0,73.5,3.0
7781,Rachenahalli,1050.0,2.0,52.1,2.0
7782,Rachenahalli,1050.0,2.0,53.5,2.0
7783,Rachenahalli,1113.0,2.0,55.0,2.0
7784,Rachenahalli,3657.0,5.0,220.0,4.0
7785,Rachenahalli,1550.0,3.0,74.5,3.0
7786,Rachenahalli,1530.0,2.0,74.4,3.0
7787,Rachenahalli,1530.0,2.0,74.5,3.0
7788,Rachenahalli,1050.0,2.0,52.5,2.0
7789,Rachenahalli,1550.0,3.0,72.5,3.0
7790,Rachenahalli,1530.0,2.0,74.4,3.0
7791,Rachenahalli,690.0,1.0,39.8,1.0
7792,Rachenahalli,1050.0,2.0,47.25,2.0
7793,Rachenahalli,1050.0,2.0,55.5,2.0
7794,Rachenahalli,1100.0,2.0,68.0,2.0
7795,Rachenahalli,985.0,2.0,49.97,2.0
7796,Rachenahalli,1050.0,2.0,52.5,2.0
7797,Rachenahalli,1050.0,2.0,52.08,2.0
7798,Rachenahalli,1550.0,3.0,72.5,3.0
7799,Rachenahalli,1050.0,2.0,52.07,2.0
7800,Rachenahalli,1530.0,2.0,74.4,3.0
7801,Rachenahalli,1050.0,2.0,52.08,2.0
7802,Rachenahalli,985.0,2.0,49.97,2.0
7803,Rachenahalli,1856.0,3.0,106.0,3.0
7804,Rachenahalli,1050.0,2.0,52.5,2.0
7805,Rachenahalli,985.0,2.0,50.17,2.0
7806,Rachenahalli,2600.0,3.0,160.0,3.0
7807,Rachenahalli,1550.0,3.0,68.5,3.0
7808,Rachenahalli,1550.0,2.0,73.5,3.0
7809,Rachenahalli,985.0,2.0,50.17,2.0
7810,Rachenahalli,1050.0,2.0,52.71,2.0
7811,Raja Rajeshwari Nagar,1540.0,3.0,60.0,3.0
7812,Raja Rajeshwari Nagar,1693.0,3.0,57.39,3.0
7813,Raja Rajeshwari Nagar,1295.0,2.0,43.9,2.0
7814,Raja Rajeshwari Nagar,1145.0,2.0,45.79,2.0
7815,Raja Rajeshwari Nagar,1419.0,2.0,48.1,2.0
7816,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2.0
7817,Raja Rajeshwari Nagar,1133.0,2.0,49.07,2.0
7818,Raja Rajeshwari Nagar,1090.0,2.0,42.0,2.0
7819,Raja Rajeshwari Nagar,1260.0,2.0,67.39,2.0
7820,Raja Rajeshwari Nagar,1141.0,2.0,38.55,2.0
7821,Raja Rajeshwari Nagar,1140.0,2.0,49.39,2.0
7822,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2.0
7823,Raja Rajeshwari Nagar,600.0,1.0,22.0,1.0
7824,Raja Rajeshwari Nagar,1278.0,2.0,53.76,3.0
7825,Raja Rajeshwari Nagar,500.0,1.0,25.0,1.0
